model,language,pair_id,order,verdict_mismatch,margin_original,margin_repeat,abs_margin_original,logit_A_original,logit_A_repeat,logit_B_original,logit_B_repeat,max_logit_diff,c,b,tie_c,boundary
OpenGVLab/InternVL3-8B,python,u3_1326,AB,False,0.0,0.125,0.0,28.875,30.625,28.875,30.5,1.75,-0.75,0.75,False,True
OpenGVLab/InternVL3-8B,python,u3_1326,BA,False,1.5,1.375,1.5,34.0,33.25,32.5,31.875,0.75,-0.75,0.75,False,True
OpenGVLab/InternVL3-8B,python,u3_1327,AB,False,0.375,0.5,0.375,29.25,31.875,28.875,31.375,2.625,0.3125,0.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1327,BA,False,-0.25,-0.25,0.25,29.25,30.125,29.5,30.375,0.875,0.3125,0.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1328,AB,False,0.75,0.875,0.75,30.625,32.5,29.875,31.625,1.875,0.4375,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1328,BA,True,-0.125,0.125,0.125,28.875,30.75,29.0,30.625,1.875,0.4375,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1329,AB,False,1.0,1.125,1.0,30.875,31.75,29.875,30.625,0.875,0.375,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1329,BA,False,0.25,0.375,0.25,30.375,32.25,30.125,31.875,1.875,0.375,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1330,AB,False,1.125,1.25,1.125,30.5,31.5,29.375,30.25,1.0,0.5,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1330,BA,False,0.125,0.5,0.125,30.875,32.25,30.75,31.75,1.375,0.5,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1331,AB,False,0.625,0.625,0.625,30.25,31.75,29.625,31.125,1.5,0.125,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1331,BA,False,0.375,0.375,0.375,29.5,29.875,29.125,29.5,0.375,0.125,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1332,AB,False,0.375,0.25,0.375,29.625,30.0,29.25,29.75,0.5,-0.375,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1332,BA,False,1.125,1.125,1.125,31.0,31.125,29.875,30.0,0.125,-0.375,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1333,AB,False,-0.5,-0.5,0.5,28.0,28.75,28.5,29.25,0.75,-1.375,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1333,BA,False,2.25,2.125,2.25,34.5,34.0,32.25,31.875,0.5,-1.375,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1334,AB,False,0.875,1.125,0.875,29.5,31.625,28.625,30.5,2.125,0.6875,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1334,BA,False,-0.5,-0.25,0.5,29.625,29.875,30.125,30.125,0.25,0.6875,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1335,AB,False,0.625,0.875,0.625,29.5,32.0,28.875,31.125,2.5,-0.5625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1335,BA,False,1.75,1.875,1.75,31.125,31.5,29.375,29.625,0.375,-0.5625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1336,AB,False,0.125,0.25,0.125,29.25,31.25,29.125,31.0,2.0,-0.0625,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1336,BA,False,0.25,0.125,0.25,29.875,30.5,29.625,30.375,0.75,-0.0625,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1337,AB,False,1.0,1.0,1.0,32.0,30.625,31.0,29.625,1.375,0.1875,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1337,BA,False,0.625,0.75,0.625,30.75,30.375,30.125,29.625,0.5,0.1875,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1338,AB,False,1.0,1.25,1.0,32.75,34.5,31.75,33.25,1.75,-0.0625,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1338,BA,False,1.125,1.125,1.125,33.0,32.75,31.875,31.625,0.25,-0.0625,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1339,AB,False,0.0,0.125,0.0,30.125,30.625,30.125,30.5,0.5,-1.75,1.75,False,True
OpenGVLab/InternVL3-8B,python,u3_1339,BA,False,3.5,3.25,3.5,36.25,33.75,32.75,30.5,2.5,-1.75,1.75,False,True
OpenGVLab/InternVL3-8B,python,u3_1340,AB,False,-1.125,-1.125,1.125,30.375,28.875,31.5,30.0,1.5,-2.5,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1340,BA,False,3.875,4.25,3.875,34.25,35.75,30.375,31.5,1.5,-2.5,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1341,AB,False,0.5,0.375,0.5,30.375,30.125,29.875,29.75,0.25,0.1875,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1341,BA,True,0.125,-0.125,0.125,29.25,29.25,29.125,29.375,0.25,0.1875,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1342,AB,False,-0.75,-0.5,0.75,29.0,30.5,29.75,31.0,1.5,-1.1875,0.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1342,BA,False,1.625,1.75,1.625,31.75,33.75,30.125,32.0,2.0,-1.1875,0.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1343,AB,False,-1.125,-1.25,1.125,28.375,29.25,29.5,30.5,1.0,-1.6875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1343,BA,False,2.25,2.625,2.25,31.75,32.5,29.5,29.875,0.75,-1.6875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1344,AB,False,1.125,1.0,1.125,30.375,30.75,29.25,29.75,0.5,0.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1344,BA,False,0.5,0.375,0.5,30.0,30.5,29.5,30.125,0.625,0.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1345,AB,False,1.375,1.125,1.375,33.25,30.375,31.875,29.25,2.875,1.1875,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1345,BA,False,-1.0,-0.875,1.0,30.875,30.375,31.875,31.25,0.625,1.1875,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1346,AB,False,-0.25,-0.375,0.25,30.125,29.5,30.375,29.875,0.625,-0.4375,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1346,BA,False,0.625,0.625,0.625,29.5,31.125,28.875,30.5,1.625,-0.4375,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1347,AB,False,0.875,1.0,0.875,32.5,31.25,31.625,30.25,1.375,0.375,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1347,BA,False,0.125,0.0,0.125,30.125,29.125,30.0,29.125,1.0,0.375,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1348,AB,False,-0.75,-0.375,0.75,28.625,29.75,29.375,30.125,1.125,-1.5,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1348,BA,False,2.25,2.25,2.25,34.75,34.5,32.5,32.25,0.25,-1.5,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1349,AB,False,0.125,0.5,0.125,28.375,30.75,28.25,30.25,2.375,-1.0625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1349,BA,False,2.25,2.5,2.25,33.25,35.0,31.0,32.5,1.75,-1.0625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1350,AB,False,-0.5,-0.625,0.5,29.25,29.125,29.75,29.75,0.125,-0.8125,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1350,BA,False,1.125,1.0,1.125,32.0,33.5,30.875,32.5,1.625,-0.8125,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1351,AB,False,1.25,1.5,1.25,31.875,34.75,30.625,33.25,2.875,0.5625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1351,BA,False,0.125,0.125,0.125,30.75,31.875,30.625,31.75,1.125,0.5625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1352,AB,False,-0.25,-0.125,0.25,29.375,29.25,29.625,29.375,0.25,-1.125,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1352,BA,False,2.0,2.0,2.0,35.5,34.5,33.5,32.5,1.0,-1.125,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1353,AB,False,0.125,0.125,0.125,28.25,28.75,28.125,28.625,0.5,-0.75,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1353,BA,False,1.625,1.625,1.625,33.5,33.25,31.875,31.625,0.25,-0.75,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1354,AB,False,3.25,3.5,3.25,34.25,36.5,31.0,33.0,2.25,1.5,1.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1354,BA,False,0.25,0.5,0.25,29.875,32.5,29.625,32.0,2.625,1.5,1.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1355,AB,False,2.875,2.875,2.875,32.75,33.75,29.875,30.875,1.0,1.3125,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1355,BA,False,0.25,0.25,0.25,31.25,31.125,31.0,30.875,0.125,1.3125,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1356,AB,False,1.0,1.0,1.0,32.0,31.0,31.0,30.0,1.0,-0.125,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1356,BA,False,1.25,1.0,1.25,32.5,30.375,31.25,29.375,2.125,-0.125,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1357,AB,False,3.25,3.375,3.25,33.25,33.5,30.0,30.125,0.25,2.25,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1357,BA,False,-1.25,-1.125,1.25,29.0,30.75,30.25,31.875,1.75,2.25,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1358,AB,False,0.75,0.75,0.75,30.375,31.625,29.625,30.875,1.25,0.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1358,BA,False,0.375,0.5,0.375,29.125,31.25,28.75,30.75,2.125,0.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1359,AB,False,1.0,1.0,1.0,30.375,33.0,29.375,32.0,2.625,0.1875,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1359,BA,False,0.625,0.75,0.625,30.125,33.0,29.5,32.25,2.875,0.1875,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1360,AB,False,1.0,0.875,1.0,32.0,30.25,31.0,29.375,1.75,-0.0625,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1360,BA,False,1.125,0.75,1.125,33.0,31.0,31.875,30.25,2.0,-0.0625,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1361,AB,False,1.0,0.875,1.0,30.25,30.875,29.25,30.0,0.75,0.0625,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1361,BA,False,0.875,0.75,0.875,30.5,32.0,29.625,31.25,1.625,0.0625,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1362,AB,False,-0.125,-0.375,0.125,30.625,28.875,30.75,29.25,1.75,-1.75,1.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1362,BA,False,3.375,3.5,3.375,33.75,37.5,30.375,34.0,3.75,-1.75,1.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1363,AB,False,0.25,0.25,0.25,29.625,29.375,29.375,29.125,0.25,-0.625,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1363,BA,False,1.5,1.75,1.5,32.75,31.375,31.25,29.625,1.625,-0.625,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1364,AB,False,1.625,1.5,1.625,31.5,32.0,29.875,30.5,0.625,0.875,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1364,BA,True,-0.125,0.0,0.125,28.875,29.25,29.0,29.25,0.375,0.875,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1365,AB,False,1.0,1.0,1.0,31.375,31.375,30.375,30.375,0.0,0.625,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1365,BA,False,-0.25,-0.25,0.25,29.625,28.625,29.875,28.875,1.0,0.625,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1366,AB,False,3.125,3.125,3.125,33.75,34.0,30.625,30.875,0.25,1.6875,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1366,BA,False,-0.25,-0.125,0.25,28.25,30.0,28.5,30.125,1.75,1.6875,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1367,AB,False,4.75,4.75,4.75,34.75,35.75,30.0,31.0,1.0,2.8125,1.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1367,BA,False,-0.875,-0.75,0.875,31.375,29.875,32.25,30.625,1.625,2.8125,1.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1368,AB,True,0.0,-0.25,0.0,29.5,29.625,29.5,29.875,0.375,-1.0625,1.0625,False,True
OpenGVLab/InternVL3-8B,python,u3_1368,BA,False,2.125,2.375,2.125,32.25,32.75,30.125,30.375,0.5,-1.0625,1.0625,False,True
OpenGVLab/InternVL3-8B,python,u3_1369,AB,False,3.0,2.875,3.0,35.0,34.0,32.0,31.125,1.0,2.1875,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1369,BA,False,-1.375,-1.0,1.375,30.625,29.875,32.0,30.875,1.125,2.1875,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1370,AB,False,1.75,1.75,1.75,34.0,31.375,32.25,29.625,2.625,0.75,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1370,BA,False,0.25,0.25,0.25,29.375,29.0,29.125,28.75,0.375,0.75,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1371,AB,False,-0.25,-0.125,0.25,30.125,30.625,30.375,30.75,0.5,-1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1371,BA,False,2.5,2.375,2.5,32.25,33.0,29.75,30.625,0.875,-1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1372,AB,False,-0.75,-0.75,0.75,28.5,29.625,29.25,30.375,1.125,-1.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1372,BA,False,1.375,1.0,1.375,32.5,31.375,31.125,30.375,1.125,-1.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1373,AB,False,3.5,3.75,3.5,34.25,37.25,30.75,33.5,3.0,1.8125,1.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1373,BA,True,-0.125,0.0,0.125,29.5,31.0,29.625,31.0,1.5,1.8125,1.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1374,AB,False,0.625,0.75,0.625,30.25,33.0,29.625,32.25,2.75,0.0625,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1374,BA,False,0.5,0.625,0.5,32.0,32.25,31.5,31.625,0.25,0.0625,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1375,AB,False,2.75,2.75,2.75,33.0,36.25,30.25,33.5,3.25,1.4375,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1375,BA,False,-0.125,-0.25,0.125,29.75,28.0,29.875,28.25,1.75,1.4375,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1376,AB,False,0.0,0.0,0.0,30.625,32.25,30.625,32.25,1.625,-0.9375,0.9375,False,True
OpenGVLab/InternVL3-8B,python,u3_1376,BA,False,1.875,2.0,1.875,31.625,31.625,29.75,29.625,0.125,-0.9375,0.9375,False,True
OpenGVLab/InternVL3-8B,python,u3_1377,AB,False,1.5,1.5,1.5,33.75,34.25,32.25,32.75,0.5,0.625,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1377,BA,False,0.25,0.375,0.25,30.0,31.125,29.75,30.75,1.125,0.625,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1378,AB,False,-0.25,-0.125,0.25,29.75,31.125,30.0,31.25,1.375,-1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1378,BA,False,2.5,2.625,2.5,35.5,33.5,33.0,30.875,2.125,-1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1379,AB,False,3.375,3.375,3.375,34.5,34.25,31.125,30.875,0.25,2.0,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1379,BA,False,-0.625,-0.75,0.625,29.875,29.0,30.5,29.75,0.875,2.0,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1380,AB,False,1.75,1.875,1.75,31.5,33.0,29.75,31.125,1.5,1.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1380,BA,False,-0.625,-0.375,0.625,30.375,31.125,31.0,31.5,0.75,1.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1381,AB,False,1.75,1.625,1.75,34.25,31.125,32.5,29.5,3.125,-0.125,1.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1381,BA,False,2.0,2.25,2.0,31.75,34.5,29.75,32.25,2.75,-0.125,1.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1382,AB,False,-0.75,-1.0,0.75,30.25,29.25,31.0,30.25,1.0,-1.875,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1382,BA,False,3.0,3.125,3.0,33.25,33.25,30.25,30.125,0.125,-1.875,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1383,AB,False,1.125,1.0,1.125,32.25,33.25,31.125,32.25,1.125,0.125,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1383,BA,False,0.875,0.75,0.875,30.875,30.0,30.0,29.25,0.875,0.125,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1384,AB,False,1.875,1.875,1.875,31.5,31.0,29.625,29.125,0.5,1.375,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1384,BA,False,-0.875,-1.125,0.875,29.125,29.0,30.0,30.125,0.125,1.375,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1385,AB,True,0.0,-0.125,0.0,29.875,29.625,29.875,29.75,0.25,-0.75,0.75,False,True
OpenGVLab/InternVL3-8B,python,u3_1385,BA,False,1.5,1.5,1.5,30.75,33.75,29.25,32.25,3.0,-0.75,0.75,False,True
OpenGVLab/InternVL3-8B,python,u3_1386,AB,False,0.625,0.5,0.625,31.125,30.5,30.5,30.0,0.625,0.5625,0.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1386,BA,False,-0.5,-0.375,0.5,28.875,30.375,29.375,30.75,1.5,0.5625,0.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1387,AB,False,1.75,1.75,1.75,33.75,33.75,32.0,32.0,0.0,0.6875,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1387,BA,False,0.375,0.5,0.375,31.5,32.25,31.125,31.75,0.75,0.6875,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1388,AB,False,2.25,2.125,2.25,34.75,31.875,32.5,29.75,2.875,1.1875,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1388,BA,False,-0.125,-0.125,0.125,28.5,29.625,28.625,29.75,1.125,1.1875,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1389,AB,False,2.375,2.5,2.375,33.25,33.0,30.875,30.5,0.375,1.25,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1389,BA,False,-0.125,-0.25,0.125,31.25,32.0,31.375,32.25,0.875,1.25,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1390,AB,False,-1.875,-1.5,1.875,30.375,29.0,32.25,30.5,1.75,-3.125,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1390,BA,False,4.375,4.75,4.375,34.75,37.25,30.375,32.5,2.5,-3.125,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1391,AB,False,0.0,0.0,0.0,31.75,32.5,31.75,32.5,0.75,-1.5,1.5,False,True
OpenGVLab/InternVL3-8B,python,u3_1391,BA,False,3.0,2.75,3.0,36.5,34.5,33.5,31.75,2.0,-1.5,1.5,False,True
OpenGVLab/InternVL3-8B,python,u3_1392,AB,False,1.625,1.625,1.625,31.25,33.0,29.625,31.375,1.75,1.0,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1392,BA,False,-0.375,-0.5,0.375,30.625,28.875,31.0,29.375,1.75,1.0,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1393,AB,False,2.25,2.0,2.25,33.25,31.875,31.0,29.875,1.375,0.9375,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1393,BA,False,0.375,0.25,0.375,29.875,29.875,29.5,29.625,0.125,0.9375,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1394,AB,False,3.5,3.75,3.5,34.0,35.75,30.5,32.0,1.75,2.25,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1394,BA,False,-1.0,-0.875,1.0,30.25,28.875,31.25,29.75,1.5,2.25,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1395,AB,False,-0.875,-0.875,0.875,30.875,31.0,31.75,31.875,0.125,-2.0625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1395,BA,False,3.25,3.0,3.25,34.5,35.75,31.25,32.75,1.5,-2.0625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1396,AB,False,1.125,1.25,1.125,30.5,32.25,29.375,31.0,1.75,0.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1396,BA,False,0.5,0.25,0.5,30.875,29.0,30.375,28.75,1.875,0.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1397,AB,False,-1.625,-1.625,1.625,29.25,31.625,30.875,33.25,2.375,-2.8125,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1397,BA,False,4.0,4.0,4.0,35.75,36.75,31.75,32.75,1.0,-2.8125,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1398,AB,False,-0.25,-0.125,0.25,29.875,28.875,30.125,29.0,1.125,-1.8125,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1398,BA,False,3.375,3.5,3.375,34.0,33.75,30.625,30.25,0.375,-1.8125,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1399,AB,False,0.25,0.375,0.25,29.75,30.375,29.5,30.0,0.625,0.0625,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1399,BA,False,0.125,0.0,0.125,30.75,29.125,30.625,29.125,1.625,0.0625,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1400,AB,False,1.125,1.25,1.125,30.125,30.375,29.0,29.125,0.25,0.5625,0.5625,False,True
OpenGVLab/InternVL3-8B,python,u3_1400,BA,False,0.0,0.125,0.0,28.875,29.5,28.875,29.375,0.625,0.5625,0.5625,False,True
OpenGVLab/InternVL3-8B,python,u3_1401,AB,False,0.625,0.625,0.625,30.125,30.875,29.5,30.25,0.75,-0.125,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1401,BA,False,0.875,0.75,0.875,30.875,31.5,30.0,30.75,0.75,-0.125,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1402,AB,False,1.0,0.875,1.0,32.25,31.125,31.25,30.25,1.125,0.0,1.0,True,False
OpenGVLab/InternVL3-8B,python,u3_1402,BA,False,1.0,1.0,1.0,30.75,32.75,29.75,31.75,2.0,0.0,1.0,True,False
OpenGVLab/InternVL3-8B,python,u3_1403,AB,False,1.125,1.0,1.125,30.75,32.75,29.625,31.75,2.125,-0.0625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1403,BA,False,1.25,1.25,1.25,31.0,32.25,29.75,31.0,1.25,-0.0625,1.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1404,AB,False,-0.375,-0.375,0.375,28.25,29.5,28.625,29.875,1.25,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1404,BA,False,1.0,1.25,1.0,30.25,32.75,29.25,31.5,2.5,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1405,AB,False,1.625,1.5,1.625,31.125,32.5,29.5,31.0,1.5,0.1875,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1405,BA,False,1.25,1.25,1.25,32.75,33.5,31.5,32.25,0.75,0.1875,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1406,AB,False,1.875,1.625,1.875,32.5,32.0,30.625,30.375,0.5,1.1875,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1406,BA,False,-0.5,-0.375,0.5,29.125,31.375,29.625,31.75,2.25,1.1875,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1407,AB,False,0.625,0.75,0.625,30.25,32.25,29.625,31.5,2.0,-0.3125,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1407,BA,False,1.25,1.25,1.25,31.5,34.25,30.25,33.0,2.75,-0.3125,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1408,AB,False,2.125,2.25,2.125,31.875,34.0,29.75,31.75,2.125,1.125,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1408,BA,True,-0.125,0.25,0.125,28.75,32.0,28.875,31.75,3.25,1.125,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1409,AB,False,-1.0,-0.75,1.0,28.0,29.375,29.0,30.125,1.375,-1.5625,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1409,BA,False,2.125,2.125,2.125,32.25,32.75,30.125,30.625,0.5,-1.5625,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1410,AB,False,5.125,5.0,5.125,35.5,37.5,30.375,32.5,2.125,2.9375,2.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1410,BA,False,-0.75,-1.125,0.75,29.375,29.75,30.125,30.875,0.75,2.9375,2.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1411,AB,False,0.25,0.25,0.25,31.625,30.25,31.375,30.0,1.375,-0.4375,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1411,BA,False,1.125,1.25,1.125,30.625,32.75,29.5,31.5,2.125,-0.4375,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1412,AB,False,1.625,2.0,1.625,33.0,34.5,31.375,32.5,1.5,0.625,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1412,BA,False,0.375,0.375,0.375,30.5,31.375,30.125,31.0,0.875,0.625,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1413,AB,False,-0.5,-0.75,0.5,30.0,28.125,30.5,28.875,1.875,-0.25,-0.25,False,True
OpenGVLab/InternVL3-8B,python,u3_1413,BA,False,0.0,0.375,0.0,28.25,30.125,28.25,29.75,1.875,-0.25,-0.25,False,True
OpenGVLab/InternVL3-8B,python,u3_1414,AB,False,-0.125,-0.375,0.125,29.25,28.375,29.375,28.75,0.875,-1.0625,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1414,BA,False,2.0,2.0,2.0,35.0,34.5,33.0,32.5,0.5,-1.0625,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1415,AB,False,0.375,0.5,0.375,29.375,29.875,29.0,29.375,0.5,-0.3125,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1415,BA,False,1.0,0.875,1.0,30.5,32.25,29.5,31.375,1.875,-0.3125,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1416,AB,False,0.25,0.125,0.25,28.75,28.875,28.5,28.75,0.25,-0.3125,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1416,BA,False,0.875,0.75,0.875,30.25,30.625,29.375,29.875,0.5,-0.3125,0.5625,False,False
